Name,Count
Ruqaya,2
Ruqayyah,1
Ruqiya,1
Rura,1
Russhelle,1
Ruta,1
Ruth,7
Ruvarashe,1
Ruya,1
Ryan,1
Ryla,1
Rylee,2
Ryleigh,2
Ryley,2
Rylie,3
Rynn,1
Ryver,1
Saadia,1
Saalihah,1
Saanvi,3
Saarah,1
Sabah,1
Sabahat,1
Sabeen,1
Sabiha,1
Sabrina,3
Sachi,1
Sada,1
Sadhbh,2
Sadia,1
Sadie,48
Sadiya,1
Sady,1
Safa,7
Safaa,3
Safeera,1
Safeeya,1
Saffie,2
Saffiyah,1
Saffron,2
Safhiya,1
Safiatou,1
Safiyah,1
Safiyyah,2
Safoorah,1
Sage,2
Sahar,2
Saharish,1
Sai,1
Saidee,1
Sainabou,1
Saira,1
Sakhi,1
Sakura,1
Saliha,1
Salima,1
Salimata,1
Sally,1
Salma,3
Salomea,2
Salsabiel,1
Salva,2
Salvi,1
Salwa,1
Sama,2
Samantha,6
Samar,1
Samarah,1
Samayra,1
Sammar,1
Sammy,1
Samriddhi,1
Sana,4
Sanan,1
Sanaya,2
Sandaigh,1
Sandra,2
Sanessa,1
Sanna,1
Santiana,1
Saoirse,25
Saoirse-Rose,1
Saorsa,2
Saphire,1
Sapphire,3
Sara,30
Sara-Kate,1
Sarah,43
Sarah-Louise,2
Sarah-Marie,1
Sarahjane,1
Sarahleigh,1
Sariah,1
Sarina,1
Sarrinah,1
Sarwar,1
Sasha,4
Saskia,4
Sassi-Boo,1
Satveer,1
Satya,1
Savan,1
Savana,1
Savanah,2
Savanna,2
Savannah,33
Savea,1
Sawera,1
Saylor,3
Scarlet,5
Scarlet-Rose,1
Scarlett,46
Scarlett-Anne,1
Scarlett-Jane,1
Scarlett-Rose,2
Scout,4
Seaira,1
Seba,1
Seden,1
Sedra,1
Sefora,1
Sehar,1
Sehee,1
Seher,1
Seirsha,1
Sejal,1
Selah,1
Selby,1
Selena,5
Selene,1
Seleste,1
Selin,1
Selina,2
Sena,1
Senna,2
Serafina,1
Serah,2
Seraphina,1
Sereani,2
Seren,10
Serena,6
Serena-May,1
Serenity,1
Serine,1
Seynab,1
Sh'kinah,1
Shae,1
Shahd,1
Shaira,1
Shakira,1
Sham,3
Shan,1
Shania,1
Shanice,1
Shanniah,1
Shannon,3
Shantalle,1
Shantell,1
Sharlin,1
Shauna,1
Shauna-Mairead,1
Shay,4
Shayalini,1
Shea,3
Sheema,1
Sheena,1
Shelbie,1
Shelby,9
Shelby-Rose,1
Shelley,1
Shenia,1
Shera,1
Shereen,1
Sherrie-Leigh,1
Shifa,1
Shilo,1
Shiloh,3
Shiofra,1
Shireen,1
Shona,1
Shravya,2
Shreemayee,1
Shreeya,1
Shritha,1
Shriya,2
Shu,2
Shyvanna-Keira,1
Sia,4
Sianna,1
Siara,1
Siddiqa,1
Sidney,2
Sidra,1
Siena,2
Siena-Grace,1
Sienna,109
Sienna-Georgia,1
Sienna-May,1
Sienna-Rae,1
Sienna-Rose,3
Sierra,5
Sierra-Rose,1
Signey,1
Sila,3
Silver,1
Silvia,1
Silviya,1
Simona,3
Simone,2
Simrah,3
Simran,1
Sine,1
Sinead,1
Siobhan,3
Siobhann,1
Siofra,1
Siog,1
Sira,1
Sisochukwulua,1
Sitara,1
Sivanshi,1
Siya,2
Siyu,1
Sky,3
Skye,108
Skye-Louise,1
Skyla,15
Skyla-Rose,2
Skylah,1
Skylar,20
Skylar-Ann,1
Skylar-Leigh,1
Skylar-Rose,1
Skylarr,1
Skyler,4
Skyler-Rose,1
Skylyr,1
Sloane,10
Smilte,1
Sno,1
Snow,2
Soamna,1
Sofeeia,1
Sofia,117
Sofia-Isla,1
Sofia-Rose,1
Sofia-Skye,1
Sofiamarie,1
Sofie,3
Sofija,2
Sofiya,2
Sofiyah,1
Solana,1
Solara,1
Solenne,1
Sommer-Leigh,1
Sona,1
Sonam,1
Sondous,1
Sonny-Mya,1
Sonya,1
Sophia,227
Sophia-Grace,5
Sophia-Mae,1
Sophia-Rose,2
Sophie,331
Sophie-Ann,1
Sophie-Anne,1
Sophie-Hannah,1
Sophie-Kay,1
Sophie-Lee,1
Sophie-Leigh,1
Sophie-Louise,2
Sophie-May,2
Soraya,3
Sorcha,7
Soul,1
Spencer,2
Sreeaadvitha,1
Stacey,2
Star,2
Starr,5
Stefania,4
Stella,18
Stephanie,4
Stevi,4
Stevie,5
Stevvy,1
Stina,1
Storm,2
Sua,1
Subhee,1
Subihani,1
Subuhi,1
Suffia,1
Suilven,2
Sukhveer,1
Suki,1
Sula,1
Sumaiah,1
Sumayyah,2
Sumer,1
Summer,60
Summer-Jane,1
Summer-May,1
Summer-Rae,1
Summer-Rose,1
Summerleigh,1
Suna,1
Sunaina,1
Sundus,1
Sunny,4
Sunshine,1
Suraya,1
Suri,1
Suriana,1
Susan,1
Susana,1
Susanna,3
Susannah,1
Susie,4
Suzanna,1
Suzanne,2
Suzie,1
Suzy,1
Swara,1
Swithy,1
Syana,1
Sydney,2
Syeda,6
Sylvia,5
Sylvie,6
Taabeer,1
Taaliah,1
Tabita,1
Tabitha,6
Tahiya,1
Tahlia,3
Tahra,1
Taiba,1
Taibah,2
Taila,1
Taisia,1
Taiya,1
Tala,5
Tali,2
Talia,14
Talia-Belle,1
Taliah,2
Talin,1
Talitha,1
Taliyah,1
Talliah,1
Tallulah,5
Talya,1
Tamanna,1
Tamara,2
Tamika,1
Tamsyn,1
Tamzin,1
Tania,1
Tanya,1
Tao,1
Taome,1
Tapaswi,1
Tara,5
Taraoluwa,1
Tarishi,1
Tarryn,1
Tasneem,1
Tasnim,1
Tatianna,1
Tawnie,1
Tayah,1
Tayana-Alexandra,1
Taylah,1
Taylah-Rae,1
Taylor,18
Taylor-May,1
Tazanna,1
Tea,2
Teagan,5
Teddie,1
Tegan,4
Tehillah,1
Tehreem,1
Tehyah,1
Teigan,3
Teja,1
Tejashree,2
Tejasrita,1
Tejasvi,1
Tekiya,1
Telia,1
Temi,1
Temiyanju,1
Teniayo,1
Teodora,1
Tereza,1
Tess,3
Tessa,4
Teya,1
Teyla,1
Teynara,1
Thaleigha,1
Thalia,5
Thalia-Rose,1
Thao,1
Thassia,1
Thea,77
Thea-Joy,1
Theadora,1
Theia,5
Theia-Rose,1
Thejashvini,1
Thekshana,1
Theodora,3
Theresa,1
Therese,1
Thia,1
Thomasina,1
Thomasyn,1
Thora,4
Tia,9
Tia-Sapphire,1
Tialouise,1
Tiamo,1
Tiana,10
Tianah,1
Tianna,2
Tianxin,1
Tiaraoluwanimi,1
Tiegan,2
Tierney,3
Tierra,1
Tieyi,1
Tifeoluwanimi,1
Tiffany,2
Tig,1
Tiggy,1
Tilda,1
Tilia,1
Tilley,1
Tilli,1
Tillie,6
Tillie-Jess,1
Tilly,26
Tilly-Anna,1
Tilly-Jane,1
Tilly-Mae,1
Tillyanna,1
Ting,1
Tiree,1
Tirza,1
Tirzah,1
Tisha,1
Tiwatope,1
Tizzie,1
Tola,1
Toni,3
Toni-Lee,1
Tooba,1
Tophina,1
Tori,2
Torin,1
Torley,1
Torra,1
Torran,1
Torrin,1
Tosia,1
Tove,1
Trinity,1
Trisha,1
Trixie,1
Trixie-Rae,1
Tuqa,1
Tyla-Mae,1
Tyleigh,1
Tyler,1
Tyne,1
Ula,2
Uljana,1
Uma,2
Umaima,1
Umaimah,1
Umaiza,4
Ummayah,1
Umme-Hani,1
Una,4
Unaisah,1
Uriel,1
Ursula,1
Urszula,1
Urte,1
Uthailah,1
Vagmi,1
Vaila,13
Vairi,1
Valentina,15
Valeria,1
Valerie,2
Valerija,1
Valery,1
Valya,1
Vanda,1
Vanessa,12
Varalika,1
Varga,1
Varin,1
Varvara-Sofia,1
Vasileia,1
Vaughan,1
Veia,1
Vera,3
Verity,6
Veronica,5
Vesper,2
Veyatie,1
Vibha,1
Victoria,32
Vida,1
Vienna,7
Vienna-Rose,1
Vikki,1
Viktoria,1
Viktorie,1
Vilte,1
Vinisha,1
Viola,6
Violet,47
Violet-Rose,1
Vishakah,1
Visnja,1
Vita,1
Vivian,2
Viviana,1
Vivien,3
Vivienne,6
Vrinda,1
Vyolet,1
Waad,2
Wanda,1
Wanessa,1
Warsan,1
Wasifa,1
Wells,1
Weronika,1
Wiktoria,9
Wilhelmina,1
Willa,1
Willis,1
Willow,124
Willow-Mae,1
Willow-Marie,1
Willow-Raine,1
Willow-Rose,2
Wilna,1
Winifred,2
Winnie,3
Winry,1
Winter,12
Winter-Lee,1
Winter-Leigh,1
Winter-Rose,2
Wren,8
Wynter,10
Wynter-Beau,1
Wynter-Rose,2
Xanthe,2
Xanthia,1
Xanthippe,1
Xiao,1
Xin,1
Xinying,1
Xunyue,1
Xyla,1
Ya,1
Yaahvi,1
Yaalisai,1
Yagmur,1
Yamina,1
Yamundow,1
Yan,2
Yana,4
Yanong,1
Yaqin,1
Yara,2
Yashfa,1
Yashika,1
Yasmeen,2
Yasmin,3
Yasmina,2
Yasna,2
Yassin,1
Yebella,1
Yemariam,1
Yeo-Jeong,1
Yevgenia,1
Yi,1
Yina,1
Youmna,1
Yu,2
Yuna,1
Yusra,3
Yusraa,1
Yuxin,1
Yvie,1
Yvonne,1
Zadie,1
Zahara,1
Zahirah,1
Zahra,16
Zahrah,1
Zaia-Grace,1
Zaima,2
Zainab,11
Zainah,1
Zaira,1
Zalia,1
Zalouh,1
Zamari,1
Zanthia,1
Zara,108
Zara-Grace,1
Zara-Louise,1
Zara-Mae,1
Zara-Mai,1
Zarah,4
Zariyah,1
Zarnish,1
Zarqa,1
Zarra,1
Zarrah,1
Zarya,1
Zavanna,1
Zaya-Ioana,1
Zayira,1
Zaynab,7
Zeeya,1
Zeinab,1
Zelda,4
Zenaya,1
Zenna,1
Zeta,1
Zeya,1
Zeynep,1
Zhara,1
Zia,1
Zienna,1
Ziggy,1
Zikachimra,1
Zikachira,1
Zimal,2
Zinaya,1
Zion,1
Ziona,1
Zirha,1
Zirwa,2
Zita,1
Ziva,1
Ziyara,1
Zoe,84
Zoe-Rose,1
Zoey,24
Zofia,29
Zoha,3
Zohra,1
Zoie,1
Zoja,2
Zola,3
Zonaira,1
Zosia,1
Zoya,9
Zoyah,1
Zunairah,1
Zuniyah,1
Zuri,3
Zuzanna,22
Zuzu,1
Zyla,1
